track,artist,year,songHotness,artistFamiliarity,artistHotness,tempo,loudness,timeSignature,timeSignatureConfidence,key,keyConfidence,mode,modeConfidence,meanSegmentTimbre_1,meanSegmentTimbre_2,meanSegmentTimbre_3,meanSegmentTimbre_4,meanSegmentTimbre_5,meanSegmentTimbre_6,meanSegmentTimbre_7,meanSegmentTimbre_8,meanSegmentTimbre_9,meanSegmentTimbre_10,meanSegmentTimbre_11,meanSegmentTimbre_12,mood
The Mission,30 Seconds To Mars,2002,0.793613668,0.909324834,0.677087547,190.102,-4.675,4,0.04,8,0.616,1,0.52,49.83680551,25.73722052,21.27403675,3.063921899,-31.32627871,-23.88734609,1.936911179,-5.027964778,13.20460796,8.1996049,2.243970904,2.967486983,excited
The Murder Prologue,Steve Vai,2007,0.518340538,0.645720023,0.543954417,169.654,-7.949,4,0.896,3,0.051,0,0.143,44.08187407,22.61294815,21.46259259,-10.1242963,-14.90314815,-22.69987407,-3.789540741,-2.038644444,9.070711111,0.371614815,1.76302963,16.70797037,happy
The One,Miguel Migs,2002,0.565451012,0.658349215,0.396963184,104.988,-6.308,4,0.664,11,0.252,0,0.432,44.41400478,-13.85452249,-51.75048995,11.50509952,30.01986794,-21.99054067,-0.145333971,-6.383374163,7.488602871,-9.206083254,6.094947368,-8.905591388,calm
The Stranger,James Horner,2003,0.401502463,0.679519208,0.491828704,186.138,-30.387,4,1,2,0.699,0,0.747,23.18183636,-42.67449818,7.248792727,-20.51541091,11.40463455,-23.09335636,-14.00419636,0.466552727,-4.144250909,0.962070909,-0.348689091,7.477905455,calm
There It Go (The Whistle Song),Juelz Santana,2005,NaN,0.822843255,0.531436737,100.05,-7.468,4,1,9,0.207,1,0.436,43.96562166,34.52214909,12.54171871,33.66369761,-9.461659634,27.4542616,31.41658931,8.692123769,-2.909028129,12.72610267,-14.14500281,2.911471167,excited
There Will Come A Day (Album Version),Faith Hill,2001,0.571729009,0.882111591,0.670106173,154.434,-9.031,4,0.81,11,0.246,1,0.416,44.07500442,17.23754204,19.69647898,-5.249103982,13.37364934,-14.58374115,-3.754950221,-6.952827434,-5.781082965,-5.624488938,-0.541949115,2.409963496,calm
These Days,Take It Back!,2008,0.447135796,0.751216348,0.461230677,135.264,-4.696,4,0,3,0.494,0,0.44,51.14062306,51.33816523,31.89442169,-4.237981067,-32.76768675,-22.00345439,12.7621136,4.649827883,-7.083061962,5.790667814,-0.588611015,4.248063683,excited
This Love,Maroon 5,2002,0.579767081,0.905477001,0.843380274,114.998,-6.04,4,0.64,10,0.033,0,0.473,44.5914087,5.458308696,16.38236667,21.96158406,-5.839802899,-10.97881884,12.15510725,11.00045652,11.34831884,11.18994638,-0.782613043,-4.790594203,excited
This Year (ReMastered),Curtis Mayfield,2006,NaN,0.786921231,0.495306693,94.672,-15.314,4,0.81,2,0.261,1,0.311,38.67595189,11.90018557,-39.53994044,-26.73285109,-4.406647194,-23.36685567,-9.377054983,12.34130584,-12.95753608,6.406308133,-3.053949599,-6.261195876,calm
Threadbare Gypsy Soul,Pat Green,2001,0.499445835,0.690893776,0.566138398,97.683,-7.867,4,0.488,9,0.685,1,0.723,45.23317953,-15.3192693,3.808342282,-9.131258389,-5.858013423,-11.13671393,-1.771767617,-11.23772567,1.928994128,-5.260076342,-0.135865772,-2.029691275,happy
Through The Wire,Kanye West,2003,NaN,0.877213746,1.082502557,166.037,-5.227,4,0.785,7,0.766,1,0.474,48.49805873,45.27457486,2.246924731,-5.642548387,-20.52930025,-14.61896112,21.61354591,10.36463193,-16.83872291,-3.499495451,-3.270166253,-0.484289495,calm
Through the Looking Glass (jazz),Chris Standring,2006,NaN,0.564710159,0.415937641,109.997,-9.435,7,0.889,8,0.798,1,0.774,39.69654381,-109.0582723,-37.34121478,23.62129038,1.18825945,4.934039519,-7.145193299,-11.67910567,1.48913488,-6.733919244,5.127604811,-6.233400344,calm
Till The End Of The Day (Alternate Mix),Big Star,2009,0.699474325,0.741040433,0.496508119,144.717,-6.097,4,0,2,0.485,0,0.448,49.3338964,29.7877545,41.38943243,2.34909009,-9.481761261,-13.55349775,3.662927928,11.04020495,-10.07055631,2.547542793,1.057101351,-2.071274775,happy
To Bob Ross With Love (Album Version),Gym Class Heroes,2005,0.734996573,0.906619152,0.563403566,93.408,-7.468,4,0.874,6,0.619,0,0.597,45.09931642,32.39533134,-35.49719552,-15.61588955,-3.49588806,6.448313433,-22.34449701,10.31687164,0.372931343,15.37979701,-6.383377612,3.950713433,happy
Too Shy To Scream,AFI,2009,0.867008491,0.909247283,0.554938522,94.937,-4.606,4,0.642,8,0.1,1,0.375,50.29582504,55.53191323,-9.049506401,-5.385072546,-27.25737411,-15.95948933,9.762726885,-1.807796586,12.27071124,12.99165007,-2.155625889,2.788681366,excited
Touch My Body,Mariah Carey,2008,NaN,0.934935267,0.787005469,129.991,-5.558,4,0.306,11,0.226,0,0.354,45.0926495,38.10909967,-43.89912375,18.13416777,27.48866196,1.695399502,20.23833804,-22.93190282,-6.477831395,-5.343168605,-2.113650332,-7.72455897,calm
Touch The Sky,Kanye West / Lupe Fiasco,2010,NaN,0.877213746,1.082502557,106.825,-5.263,4,1,9,0,1,0.072,48.88748028,41.28966371,-15.79004339,-13.79146154,-4.219645957,-9.620290927,6.832298817,16.02511045,-9.392679487,5.961864892,-5.871140039,0.51914497,happy
Trade It All PT2  (Early Fade Amended Version- Bonus Track) (featuring P. Diddy & Jagged Edge),Fabolous,2003,0.541105827,0.571681627,0.54000775,96.708,-5.268,4,0.949,6,0.306,1,0.349,46.91203059,39.79620717,-1.742981643,-1.013825175,-4.794284965,5.241126748,-22.80617133,1.904876748,-6.23480507,10.20543269,-4.076912587,-6.24701486,excited
True Nature,Jane's Addiction,2003,0.630187627,0.711893841,0.535163042,92.099,-3.782,4,0.855,7,0.034,0,0.455,51.04857576,25.59389226,45.99370707,-1.145363636,-24.00043603,-22.0803569,0.342688552,2.29059596,-5.731786195,1.851092593,-0.322407407,-6.93703367,excited
Turn It Over (Album Version),Leslie Mendelson,2009,0.621568232,0.491238422,0.34866477,106.499,-10.599,1,0.33,0,0.777,1,0.687,40.99878111,-29.67544978,-48.15697901,1.142451274,-1.182458771,-2.526268366,-7.089043478,-13.69818891,2.806973013,4.405305847,4.883136432,1.08028036,calm
Turn The Heat Up,Bobaflex,2005,0.660680598,0.588781959,0.415408952,93.033,-3.124,4,0.632,10,0.005,1,0.18,50.85124314,48.30144706,25.82553725,-2.856429412,-7.764309804,-14.23694902,4.064915686,6.448945098,-5.83854902,8.462401961,-4.205747059,4.388131373,angry
U Not Like Me,50 Cent,2002,NaN,0.88348708,0.588649959,92.649,-3.084,4,1,6,0.225,1,0.145,48.70433269,86.48448654,12.10109519,5.611265385,-11.60282885,18.80967308,-31.1915125,15.25690096,-5.303502885,14.11919327,-3.464770192,0.840710577,excited
Umbrella,All Time Low,2008,0.927112122,0.842431482,0.526458223,87.953,-8.901,4,0.806,1,0.366,1,0.595,45.85028391,31.47566404,9.818670347,-13.93238486,-9.578856467,-10.97494795,-3.829929022,1.906641956,5.110440063,9.587290221,-6.472976341,-11.12074606,happy
Unbreak My Heart,Alexander O'Neal,2008,0.460484845,0.609123875,0.46236784,109.991,-7.367,4,0.791,9,0.492,0,0.494,46.09706444,24.47400119,-17.8287852,-9.588860382,-7.079164678,-16.20680907,-0.559749403,-10.70027208,-8.599736277,-4.42198568,-1.455158711,-7.281829356,sad
Unlove Me,Julie Roberts,2004,NaN,0.71149724,0.421595992,122.022,-10.002,4,0.147,1,0.89,1,0.719,42.73466332,-36.14438526,-25.73181407,-16.88284925,-0.215083752,-4.799319933,0.920502513,-10.275,-7.95538526,-6.864961474,-2.662666667,0.445108878,sad
Until You Love Someone,Dean Martin,2005,NaN,0.708439814,0.623970266,128.459,-10.917,5,0.937,0,0.301,0,0.358,43.27033411,-81.8473528,62.21682009,-8.285067757,-47.58484346,-8.375261682,-7.423497664,-3.164327103,23.37992991,4.491462617,0.628757009,19.67432477,sad
Use Of A Weapon (Album Version),Between The Buried And Me,2002,0.579038701,0.840590438,0.546545162,179.406,-5.765,4,0.439,1,0.457,1,0.46,50.02759105,36.45474922,13.2332872,-2.639707596,-41.41703018,-28.48417586,17.44421956,3.059760666,10.71951405,9.002941727,0.548215401,4.221483871,angry
Vacation Rain (Album),Sister Hazel,2010,0.594854168,0.731065756,0.509878708,100.029,-7.128,4,0.568,9,0.795,1,0.703,47.58303556,54.55761778,12.30246074,-2.407653333,1.020232593,-7.745771852,-8.06196,-1.82622963,3.18441037,-0.636748148,-0.212620741,5.82737037,excited
Vienna,The Fray,2002,0.798409825,0.852699664,0.661349364,124.534,-8.096,3,1,5,0.048,0,0.296,45.40484418,-78.96520513,14.25180671,-14.22381854,-17.55486785,-8.848499014,-15.36557002,-6.175581854,-8.922076923,-12.53248521,2.084786982,2.199078895,calm
Violence,Juelz Santana / Bezel,2005,0.47643522,0.822843255,0.531436737,104.99,-3.858,3,0.792,10,0.347,0,0.567,50.07696909,36.03506099,11.94624561,7.151719298,15.20746115,-14.94162072,18.58383459,8.848201337,3.463580618,17.42988555,-6.833412698,-1.997677527,excited
Violence in Fluid Triceratops,Arsonists Get All The Girls,2009,0.731473357,0.725402921,0.454957395,129.824,-3.424,3,0.595,1,0.506,1,0.482,51.29838682,63.78662065,1.78438806,-7.689016169,-27.77796766,-30.54096642,2.136300995,1.004131841,12.28139925,15.96194403,-1.016317164,1.344550995,angry
Vogue [Live],Madonna,2006,0.528782481,0.915823253,0.665576619,116.169,-5.407,4,0.493,6,0.291,0,0.349,49.48317317,67.9540122,-2.749768293,2.584033537,13.90097317,-26.98203049,13.39347195,7.964793902,4.037464634,4.140752439,4.335419512,5.701857927,excited
WKYA (drop),Redman,2001,0.57010593,0.743129776,0.493566843,85.008,-10.296,5,1,1,0.074,0,0.492,42.16872134,-0.914865961,-15.49971076,-2.237608466,12.06491534,8.435239859,-12.73666314,3.541857143,11.15768959,14.49704938,-5.521335097,3.968119929,excited
Wake Up! Wake Up! (Wake Up! Wake Up! Album Version),Everyday Sunday,2007,0.601402939,0.632856419,0.428980521,151.844,-4.017,4,0,1,0.683,1,0.651,51.40506518,35.70376536,2.563476723,-10.43588082,-15.79156797,-23.5519702,-1.029160149,-1.853908752,5.499301676,8.15135568,-0.656428305,-6.949310987,excited
Walk On The Wild Side,Jesse Malin,2008,0.496175336,0.75504135,0.458592025,88.011,-8.14,4,0.26,2,0.006,1,0.346,46.39983466,-12.30064243,-20.88527092,-12.19106375,7.280343625,-15.05159661,5.103058765,-12.97196912,4.512359562,-9.681379482,-0.946749004,-0.718885458,calm
Walls And Cannonballs (Album),Sister Hazel,2010,0.603030145,0.731065756,0.509878708,140.259,-6.481,4,0.019,5,0.809,1,0.733,48.25151054,13.16645331,35.08832078,4.989858434,13.67938102,-15.71854819,-11.93918072,-7.203793675,8.706676205,-4.06825753,3.795573795,3.911585843,happy
We All Need Love,Irma Thomas,2008,0,0.623823768,0.441106359,131,-11.975,4,0,3,0.287,1,0.425,38.14857524,-30.13820571,-9.952584762,-2.487013333,20.81405333,-0.816259048,-9.125188571,-9.60848381,10.51966857,1.683691429,-2.909179048,-3.514354286,calm
We Got What You Want,Busta Rhymes,2001,NaN,0.809828092,0.539644312,176.83,-5.349,3,1,8,0,0,0,44.20610158,86.60254734,-14.0742643,1.874554241,-9.679056213,24.7330503,-0.866558185,2.505102564,6.193401381,6.400033531,-14.48715187,3.025142012,excited
We Gotta Talk,Jennifer Lopez,2001,NaN,0.816842854,0.567889145,132.731,-3.756,4,0.58,5,0.448,1,0.431,47.43026321,87.64962743,-4.076398517,14.5418202,-6.130986098,-3.770607044,-10.48110287,-1.426817424,0.487416126,5.963327155,3.055850788,4.964108434,happy
We March To The Beat Of Indifferent Drum,NOFX,2006,NaN,0.561131213,0.554291489,94.898,-4.795,3,0.165,4,0,0,0.113,49.82635518,42.82733384,13.38785518,-2.490091463,-20.23698018,-24.45642226,17.58926829,4.624434451,3.676818598,2.032708841,-1.735932927,1.181978659,excited
We Who Finish Last,Shai Hulud,2008,0.693655624,0.789707049,0.419398461,136.331,-4.019,4,0,2,0.208,0,0.373,52.17142997,43.78411889,43.3522443,1.547501629,-14.79720358,-18.37097394,2.067993485,-4.790498371,13.04246091,13.52731596,-3.61363355,-4.467664495,angry
Wer Einmal 'A' Gesagt (What Does A Girl Do?),Marcie Blane,2004,0,0.421181869,0.304911912,86.708,-9.462,4,0.261,2,0.68,1,0.672,44.7588317,57.92499804,10.64661252,3.304117417,-14.34552446,5.557135029,-5.982712329,-10.70645988,13.65146575,7.167291585,-3.12481409,8.720612524,happy
Whatever Lies Will Help You Rest,The Ataris,2006,0.548678056,0.82785377,0.517328584,151.949,-5.038,4,0.843,4,0.112,0,0.455,51.20248319,10.6900042,25.14766597,-9.932655462,-0.747911765,-24.84180882,-7.386121849,-11.69873319,10.04660714,-0.936170168,-1.695968487,-11.80596639,excited
When A Man Loves A Woman,Alexander O'Neal,2008,0.473346541,0.609123875,0.46236784,95.924,-5.184,3,1,7,0.472,1,0.502,46.94157614,13.55714757,5.495149137,-0.454788069,-25.35265934,-10.16526217,13.8289529,1.310171115,-6.41099843,-5.884367347,-1.103270016,-6.013758242,calm
Where You Belong,The Summer Obsession,2006,0.582918458,0.634496285,0.395053039,79.935,-6.327,4,0,0,0.359,1,0.491,44.18054409,-47.93287097,-14.72373871,10.85458925,-2.147351613,-15.63992796,7.388865591,-9.44136129,10.22112366,2.456963441,5.92622043,-2.154531183,calm
Where You Think You're Goin'?,Darryl Worley,2002,0.255077873,0.75738997,0.51676403,124.693,-9.344,4,0.805,4,0.22,1,0.336,43.49641405,-5.527824341,6.044568381,-4.246826851,-26.07219072,7.167887077,-12.03090213,-7.900154329,-1.177243413,-2.271235885,0.705913425,1.883229611,happy
Who Are You,3 Doors Down,2008,0.574693297,0.840432467,0.64298222,150.077,-4.706,4,1,0,0.531,0,0.406,51.25324008,24.69297732,16.17414367,-9.757724008,-20.89355577,-22.48390359,-6.964610586,0.258553875,19.10725142,5.492192817,-0.639829868,0.002122873,angry
Who Was I Kidding,Martha Wainwright,2005,0.636287224,0.704244766,0.497568734,153.396,-10.512,3,0.935,2,0.705,1,0.701,40.07680138,-57.12150069,-11.40982759,-18.05574483,3.959431724,-12.72027448,16.45689793,-0.878573793,15.20999172,1.160904828,-7.263413793,1.428881379,calm
Why Do All Girls Think They're Fat (Album),Reel Big Fish,2007,NaN,0.784143965,0.553168864,159.723,-4.188,4,0.453,2,0.46,1,0.502,49.99747773,9.747342105,49.69022672,1.631722672,-35.3309919,-11.6859919,-9.307718623,-0.396151822,8.057969636,2.934593117,-0.077694332,-4.268965587,excited
Wildflower,Bon Jovi,2005,0.627073796,0.839297678,0.718891456,93.044,-6.083,4,0.619,7,0.549,1,0.628,49.24878027,37.79153961,6.313506726,-12.0618012,-0.999176383,-22.98770404,-1.140925262,-1.246603886,3.510944694,1.130336323,-0.553165919,7.061741405,calm
Wish,Brian Littrell,2006,0.524079323,0.68250801,0.42563248,98.937,-6.288,4,0.775,7,0.671,1,0.779,46.6056208,18.3034352,-17.0337008,-28.218296,9.9730544,-16.8718832,-19.1246688,-4.3713584,-1.3451712,-1.3224496,-2.5010288,-0.3211888,happy
Won Threw Ate,Story Of The Year,2010,0.628217965,0.806762596,0.580095045,143.837,-3.487,7,1,7,0.197,0,0.456,52.41650082,42.64565517,43.78668473,1.322440066,-11.44138259,-24.64721182,-1.537141215,-0.894635468,7.267804598,4.704495895,1.00982266,-3.955755337,angry
World Of Vibrations (Album Version),Blackalicious,2005,0.721502075,0.697113663,0.518784102,116.682,-7.625,5,1,8,0.309,1,0.334,44.59216219,-4.647718127,51.98119601,22.09616132,-3.215050304,0.328189072,1.276464874,2.923137901,13.50512576,3.801362533,0.18414484,8.691431049,excited
Year Zero,30 Seconds To Mars,2002,0.81689746,0.909324834,0.677087547,121.518,-6.736,5,0.994,3,0.544,1,0.741,45.24188498,6.737264378,16.81612103,-3.736470386,-13.54141202,-17.94785837,1.528406867,-4.633248927,4.35524721,1.92963176,-2.083014592,0.779883262,excited
You And Your Heart,Jack Johnson,2010,0.918534291,0.832011771,0.677482479,107.042,-7.045,4,1,2,1,1,0.706,45.00206638,-23.43329149,-11.86037518,5.1872886,-8.919987013,4.636239538,6.541372294,-3.186782107,-0.710350649,1.629813853,0.284220779,2.39195671,happy
You Devil You,themselves,2002,0.527555356,0.628274449,0.428834536,80.051,-11.163,3,1,8,0.681,1,0.509,39.76039723,-23.6891715,21.4744855,0.84417024,5.523997478,-18.3278348,11.30915511,-2.43979319,19.4109483,2.60296343,-0.852324086,14.28225221,calm
You Got Me (The Juan Maclean Dub),VHS Or Beta,2006,0.266955186,0.67161064,0.421973968,125.999,-6.751,4,0.602,11,0.008,1,0.171,44.17521453,35.34239651,-11.49066308,52.5099343,-15.16037965,12.67855203,15.21456047,-1.323852616,3.148340988,2.674278779,0.185073547,8.595653488,happy
You Gotta Go,Fountains Of Wayne,2007,0.385271316,0.717762702,0.532266186,85.047,-3.594,4,0.038,0,0,1,0,50.39522549,30.33830637,54.40453186,15.31858088,-19.54206127,-11.31676225,7.136904412,-3.250473039,-1.066477941,-0.605786765,2.134436275,-5.082735294,excited
Your Silence,The Suicide Machines,2003,0.556739869,0.668674533,0.467538444,145.18,-2.323,4,0,10,0.065,1,0.215,52.71224217,36.98433278,11.303771,-4.64439374,-12.45373641,-19.22230807,-15.54333443,-5.115981878,3.408645799,6.705960461,1.90423888,4.131125206,angry
summer jam,Set Your Goals,2009,0.708407537,0.823910087,0.549749652,99.024,-3.242,4,0.64,8,0.523,1,0.593,52.44716366,49.15251952,32.66777628,-2.98066967,-15.30353453,-26.04077477,9.296402402,3.871096096,7.248654655,8.587237237,-1.355666667,0.65203003,excited
the fallen...,Set Your Goals,2009,0.71839133,0.823910087,0.549749652,194.532,-2.192,3,0.173,3,0.124,1,0.299,54.1731092,57.32224425,46.57314655,-1.005818966,-16.85118247,-22.31190086,-3.417462644,0.529064655,11.14796121,9.019494253,0.938237069,5.183729885,excited
